ad_id,source_url,scraped_at,title,price_nok,tilstand,merke,kjonn,sykkeltype,brand,model,year,framesize,wheel_size,groupset,carbon_frame,carbon_wheels,electronic_shifting,description,location
"434701251","https://www.finn.no/recommerce/forsale/item/434701251","2026-03-02T15:26:11.450Z","Bianchi Oltre Comp landeveissykkel str 55","50000","Pent brukt - I god stand","Bianchi","Herre","Landevei","Bianchi","Oltre Comp","2025","55","700c","Shimano 105 Di2","true","false","true","Denne råtassen (2025 modell) har rullet 16 mil til sammen i høst. Gjorde en rookie mistake å velta da jeg ikke fikk klikket ut pedalen på min andre tur. Derav en liten skramme på høyre side av styret, men kneet fikk kjørt seg mest. Dette er kun en liten estetisk skramme. Selger til satt pris. Pedaler og koppholder følger med. Kjøpt i august i år. Gratis førstegangsservice medfølger også. Spesifikasjoner om sykkelen står i lenken nedenfor. Lenke til bikeshop: https://bikeshop.no/bianchi/nybianchiytb26i/bianchi-oltre-comp-landeveissykkel-karbon-105-di2-2x12-velomann-hjul","1526 Moss"
"438559494","https://www.finn.no/recommerce/forsale/item/438559494","2026-03-02T15:26:12.594Z","Cervélo R5 Dura-Ace Di2 str. 54 - Toppmodell","30000","Pent brukt - I god stand","","Unisex","Landevei","Cervélo","R5","","54","700c","Shimano Dura-Ace R9150 Di2","true","true","true","Cervélo R5 Team Sunweb med Dura-Ace Di2 felgbrems i størrelse 54 (medium) selges. Kom med bud! Siste generasjons Cervélo R5 med felgbrems, som ble brukt av blant annet Søren Kragh Andersen til seier på etappe 14 i Tour de France i 2020. Størrelse 54 (M). Jeg er 182 og sitter aggressivt, med 76cm setehøyde. Har en del å gå på oppover og nedover. Som nevnt utstyrt med 11-delt Shimano Dura-Ace R9150 Di2, altså elektriske gir. 53/39 drev og 11/32 kassett (Ultegra kassett). Sykkelen har det råeste av komponenter, med Pro Vibe Aero Superlight styre (nypris 4999), Pro Griffon sete med karbonrails og Pro Vibe stem på 135mm. Elite flaskeholdere og Garmin computerfeste følger også med. Nesten ubrukte Reynolds Attack 30mm karbonhjul gir sykkelen en fin finish. Continental Grand Prix 5000 dekk (clincher), 28mm bak og 25mm foran. Hjulene er tubeless ready. Sykkelen har noen kosmetiske bruksmerker her og der (eksempler på bildene), men er ellers i god stand. NB: lader til Di2 følger ikke med. Kan overleveres i Oslo ved nærmere avtale. Sykkelen kan sees på Brokelandsheia ved E18 i Gjerstad. Jeg foretrekker å møtes for salg. Klatresykkel racersykkel racer s5 r5 cannondale aero canyon pinarello zipp enve giant dare bianchi merida sram etap factor Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","4993 Sundebru"
"399845718","https://www.finn.no/recommerce/forsale/item/399845718","2026-03-02T15:26:14.795Z","Trek Emonda SL6 str. 54 med Zipp 808!","33000","Pent brukt - I god stand","Trek","Unisex","Landevei","Trek","Emonda SL6","","54","700c","Shimano Ultegra","true","true","false","Selger en pent og nokså lite brukt landevei sykkel! En meget lett Trek Emonda SL6 karbon sykkel selges med super snasne karbon hjul med 80mm profil fra Zipp! 2015-2016 modell. Gliset er blitt brukt alt for lite og selges ettersom jeg skal i militæret. Sykkelen er i størrelsen 54 og utstyrt med Ultegra gruppesett, mekaniske gir og felgbrems. Zipp 808 karbon hjul, Zipp stem og computerfeste, samt geniale Fidlock flasker med magnetisk feste. Jeg er 182 og passer akkurat sykkelen og har ettermontert et lengre stem. Er du 168-174 vil sykkelen passe for deg originalt, men med nytt stem tenker jeg 170-180 er mer passende. Jeg jobber på sykkelbutikk og har stått for godt vedlikehold gjennom et par sesonger med bruk. Dette inneholder vask av sykkel og drivlinje, samt smøring med premium olje. Kan sendes, men helst hentes eller levert i Kristiansand området! Ta gjerne kontakt med spørsmål om sykkelen eller pris! (Ettersom jeg er i militæret står sykkelen på Sykkelbutikken i Vågsbygd med mulighet for testtur!) Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","4620 Kristiansand S"
"410560914","https://www.finn.no/recommerce/forsale/item/410560914","2026-03-02T15:26:15.911Z","Prorace Delta karbon landeveisykkel selges","8500","Pent brukt - I god stand","Andre merker","Herre","Landevei","Prorace","Delta","","XL","","","true","false","false","Har gått 100% over til grusracer, og selger derfor min trofaste landeveisykkel. Sykkelen heter Prorace Delta, og er i størrelse XL. Dette er et belgisk merke, og alt som kan være karbon, er karbon - eller carbon. Hjulene heter Fulcrum 3, og du får også med hjulene som satt på sykkelen da jeg kjøpte den hos Bikeshop. De heter Fulcrum 7 (tror jeg). Du får med to karbon flaskeholdere. Sykkelen fungerer perfekt, men jeg ville byttet krans, bremseklosser og kjede som sitter på det hjulsett som er på sykkelen nå. Kransen på ekstra-hjulsettet er nesten ikke brukt. Pedalene som sitter på sykkelen er Shimano i karbon (husker ikke modellen). Disse kan du få med på kjøpet, hvis du ønsker. Sykkelen må hentes i Drammen. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","3048 Drammen"
"442218680","https://www.finn.no/recommerce/forsale/item/442218680","2026-03-02T15:26:17.022Z","White S/52 Ultegra","6000","Pent brukt - I god stand","","Unisex","Landevei","White","","","S/52","","Shimano Ultegra","false","false","false","Veldig fin og begynner vennlig sykkel utstyrt med en god girgruppe Shimano ultegra mekanisk og endurance ramme for lange turer. Selges uten oedaler og flaskeholder Ta kontakt ved interesse / fler bilder","0585 Oslo"
"379766691","https://www.finn.no/recommerce/forsale/item/379766691","2026-03-02T15:26:18.104Z","Landeveissykkel i titan - 50 cm","35000","Pent brukt - I god stand","","","Landevei","Van Nicholas","Aquilo SE","","50cm","700c","","false","true","false","Uniq landeveissykkel - størrelse S - 50cm - i titan Van Nicholas Aquilo SE frame 3Al/2.5V titanium alloy - 50 cm - for height between 1,60 -1.74cm - 86,5x41mm Road Bottom Bracket Cassette - 12 speed - 10/33 Handlebar carbon - ENVE Wheelset - HUNT 36 Carbon Wide Aero - quick release - from July 2023 Tires - - 700x25mm Cane Creek - caliper brakes Fork carbon - ENVE Seatpost titan - Van Nicholas ø27.2x300mm Pedals - Look Stem - BBB Cycling RoadForce - Ø31.8mm 80mm (uten vannflaskestøtten fra bildene) Weight: 8 kg Hente fra Egersund Tusen takk, Cami Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","4374 Egersund"
"452886840","https://www.finn.no/recommerce/forsale/item/452886840","2026-03-02T15:26:19.519Z","Merida scultura endurance 6000 Carbon Di2 XS NY!","29000","Helt ny - Uåpnet/med lapp","Merida","Unisex","Landevei","Merida","Scultura Endurance 6000","","XS","","Shimano Di2","true","false","true","Som ny! Brukt kun 3 ganger innendørs på sykkelrulle! Merida XS tilsvarer normal S størrelse. • Merida Scultura Endurance - en mindre aggressiv ramme, med plass til dekk 35mm • Klar for både asfalt og grus, en rask gravel Her vises Scultura Endurance 6000 som har alt du ønsker deg, karbon ramme/ gaffel/ setepinne, hydraulisk skivebrems, integrert og kabelfri styre/ stem og elektronisk gir 2x12. Enkelt forklart gir en Endurance noe høyere front (mindre drop) og dermed tilpasset et bredt publikum. I tillegg tillates dekk med større bredde og mønster for utvidet bruksområde, gjerne på både asfalt og grus. Summen blir mer opplevelse og en mer komfortabel langtur. Farge GRØNN (Silk Fog Green/ Green). Her snakker vi mye sykkel for pengene. Søkeord: Landeveissykkel Sykkel Landevei Merida Scott Specialised Orbea Racer Grusracer Shimano Di2 Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","3160 Stokke"
"443327159","https://www.finn.no/recommerce/forsale/item/443327159","2026-03-02T15:26:21.276Z","Supersix EVO eTap AXS","35000","Pent brukt - I god stand","Cannondale","Herre","Landevei","Cannondale","Supersix EVO","","54","700c","SRAM Force eTap AXS","true","true","true","Selger den hvite hingsten jeg har kost meg på i etpar sesonger. Veldig komfortabel sykkel, samtidig stiv og responsiv når det trengs. Noen bruksmerker har den fått, men aldri noe fall eller harde smell. Størrelse 54 - jeg er 184 høy og passer helt fint til meg. Selges uten pedaler, har du spørsmål er det bare å ta kontakt! Spesifikasjoner hentet fra nettsiden til milslukeren: Ramme: All-New, BallisTec Carbon, integrated cable routing w/ Switchplate, 142x12 Speed Release thru-axle, SAVE, PF30a, flat mount disc, integrated seat binder Gaffel: All-New, BallisTec Carbon, SAVE, 1-1/8"" to 1-1/4"" steerer, integrated crown race, 12x100mm Speed Release thru-axle, flat mount disc, internal routing, 55mm offset (47-54cm) 45mm offset (56-62cm) Felger: HollowGram 35, Carbon Clincher Disc, 19mm inner, 35mm deep, tubeless ready Nav: (F) Cannondale HollowGram Sealed Bearing, straight pull, 12x100 / (R) Cannondale HollowGram Sealed Bearing, straight pull, 12x142 Eiker: Formula Grand Forza Dekk: Vittoria Rubino Pro Bright Black, 700 x 25c Krank: SRAM Force eTap AXS, 48/3 Kranklager: SRAM PF30 Kjede: SRAM Force eTap AXS, 12-speed Kassett: SRAM XG-1270, 10-33, 12-speed Navgir: SRAM Force eTap AXS Krankgir: SRAM Force eTap AXS, braze-on Girhendler: SRAM Force eTap AXS HRD, 2x12 Styre: HollowGram SystemBar SAVE, Carbon, 8 deg. pitch adjust Styretape: Cannondale Grip Bar Tape w/Gel, 3.5mm Stem: All-New HollowGram KNØT, alloy w/ cable cover, -6° Styrelager: SuperSix, 1-1/4"" lower bearing, 25mm top cap Bremser: SRAM Force eTap AXS, 160/160mm Centerlock rotors Bremsehendler: SRAM Force eTap AXS Sete: Prologo Dimension STN NDR, steel rails Setepinne: All-New HollowGram 27 SL KNØT, carbon, 2 bolt Vekt ca: 8.0Kg. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","0884 Oslo"
"452873275","https://www.finn.no/recommerce/forsale/item/452873275","2026-03-02T15:26:22.700Z","Orbea Orca M30 landeveissykkel","22000","Som ny - Ikke synlig brukt","Orbea","Unisex","Landevei","Orbea","Orca M30","2024","51cm","700c","Shimano 105 R7100","true","false","false","Orbea Orca M30 2024 landeveissykkel for unisex med rammehøyde 51 cm og 28""/700c hjul. Den er registrert med orbea sin garanti, så sykkelen kommer også med fabrikkgaranti i behold. En allsidig og svært velholdt sykkel som selges grunnet en oppgradering til en annen modell. Sykkelen fremstår nærmest ny. Den er utstyrt med Shimano 105, 12-delt gir og kan også ha 32mm dekk, slik at den kjapt kan omstilles fra landeveistur til turer på f.eks grusstier i marka. Sykkelen selges med flaskeholdere, men ikke pedaler. Kan selges med pedaler mot et tillegg på kr 500. Specs: FRAME Orbea Orca carbon OMR 2024, monocoque construction, HS 1,5"", BB 386mm, powermeter compatible, Rear Thru Axle 12x142mm, thread M12x2 P1, internal cable routing. FORK Orbea Orca OMR ICR 2024, full carbon, 1-1/8"" - 1,5"" tappered head tube compatible, Thru axle 12x100mm, thread M12x2 P1. HEADSET FSA 1-1/2"" Integrated Aluminium Cup CRANKSET Shimano 105 R7100 34x50t SHIFTERS Shimano R7100 CASSETTE Shimano 105 R7100 11-34t 12-Speed REAR DERAILLEUR Shimano 105 R7100 FRONT DERAILLEUR Shimano 105 R7100 CHAIN Shimano M6100 HANDLEBAR OC Road Perfornace RP31-R, Rise 15, Reach 70, Drop 125 STEM OC Road Performance RP22, -5º BRAKES Shimano R7170 Hydraulic Disc WHEELS Alloy, Tubeless compatible, 700c, 19c, 28H TYRES Vittoria Zafiro V Rigid bead 700x28c FRONT WHEEL AXLE Orbea Thru Axle 12x100mm M12x2 P1 Solid REAR WHEEL AXLE Orbea Thru Axle 12x142mm M12x2 P1 Solid SEATPOST Carbon, 27.2mm, Setback 20 SADDLE Fizik Aliante R5 HANDLEBAR TAPE Orbea Eva Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","0276 Oslo"
"430031616","https://www.finn.no/recommerce/forsale/item/430031616","2026-03-02T15:26:24.759Z","GIANT PROPEL ADVANCED 1 Carbon | str S |Ultegra Di2 | tempobøyle m/Di2 skifter","19990","Pent brukt - I god stand","Giant","","Landevei","Giant","Propel Advanced 1","","S","700c","Shimano Ultegra Di2","true","false","true","Strøken Giant Propel Advanced 1 med masse ekstrautstyr vurderes solgt. En sykkel som er ideell for trening og ritt, både Landevei og Triathlon. Sykkelen ble kjøpt brukt og satt opp til ambisiøs ungdom som kun har brukt den noen 2-3 treningsturer før interessen ble borte. Selges nå da den har stod ubrukt i hele fjorårssesongen og ikke forventes å bli brukt igjen. Bedre at andre får glede av den:-) Den har påmontert TT / tempobøyler med Di2 gir skiftere (verdi ca kr 4000,-) som kan enkelt kobles av/på styret ved behov. Rammestr. er Small, passer iflg Giant brukere mellom 165-175cm (se eget bilde med size guide) Sykkelen har aldri vært i velt og har vært meget godt og nøye vedlikeholdt, den fremstår som helt strøken! Så og si ingen riper eller merker, drivverk i god stand med hundrevis av km igjen. Den har nettopp vært på grundig service hvor alt er renset, sjekket og smurt, slik at den er klar til bruk for ny eier. Fremstår nå som helt strøken! Selges i utgangspunktet med Giant Alu clincher hjulsett med 25mm dekk og slange, men kan inkludere karbonhjul fra Velostrada med 28mm tubular dekk mot tillegg (se prisoversikt under). Tar forbehold om at Velostrada hjulene ikke blir solgt separat, da de ligger ute på egen annonse Begge hjulsett står med Ultegra 11-30t kassett (gir god utveksling og lette gir i bratte oppoverbakker) Nypris på sykkelen var nesten kr. 60 000,- 2 stk flaskeholdere, lader til Di2 (elektrisk gir) og seteveske med utstyr følger med (se eget bilde) Pris for sykkelen som avbildet med TT / tempobøyler og Alu hjulsett: kr. 19990,- Pris for sykkelen som avbildet med TT / tempobøyler og karbon hjulsett: kr. 24000,- Pris for sykkelen som avbildet med TT /tempobøyler og begge hjulsett: kr. 25500,- Kan være behjelpelig med å sende i sykkeleske om ønskelig, frakt kommer på ca 450,- i tillegg Ta kontakt for en hyggelig sykkelprat. Kan være behjelpelig med å sende om ønskelig. https://99spokes.com/en-EU/bikes/giant/2017/propel-advanced-pro-0 di2#TT#triatlon#triathlon#temposykkel#tempo#landeveissykkel# Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","0284 Oslo"
"452873553","https://www.finn.no/recommerce/forsale/item/452873553","2026-03-02T15:26:26.597Z","Merida Scultura 100","10000","Som ny - Ikke synlig brukt","Merida","Unisex","Landevei","Merida","Scultura 100","","M/L","","Shimano Sora","false","false","false","Merida Scultura 100 vurderes solgt. Størrelse M/L Shimano Sora. Sykkelen har stått i utstilling, og har ikke vært i bruk. Med tanke på at sykkelen har stått ubrukt kan det være kjekt å gjennomføre justering av gir og bremser.","2007 Kjeller"
"452869835","https://www.finn.no/recommerce/forsale/item/452869835","2026-03-02T15:26:28.299Z","Specialized S-Work Tarmac SL5 (str 52, Red eTap, unass hjulsett","15000","Pent brukt - I god stand","Specialized","Unisex","Landevei","Specialized","S-Works Tarmac SL5","","52","700c","SRAM Red eTap","true","false","true","Mye god bruk igjen, men jeg har ikke tid til å få syklet så mye som ønsket. Kjøpt brukt i 2021 for 30k. Forrige eier hadde ikke brukt sykkelen særlig mye. Har de siste 2-3 årene stort sett vært lagret i tørr bod, med unntak av 2-3 turer på tørre veier. Hatt på service før bruk. Må hentes i Oslo","0783 Oslo"
"452789081","https://www.finn.no/recommerce/forsale/item/452789081","2026-03-02T15:26:30.053Z","Scott RC 15","29000","Pent brukt - I god stand","Scott","Unisex","Landevei","Scott","Addict RC 15","2020","S/52","","Shimano Ultegra Di2","true","false","true","Scott addict RC 15 2020 i størrelse small/52. Utstyrt med di2 og disc bremser er dette en fantastisk sykkel. Har byttet stem og styre. Zipp styre sitter på sykkelen. Det sitter også 90 mm stem på. Både originalt styre og originalt stem følger med, dersom det er ønskelig å bytte tilbake. Det er nye drev foran, ny kassett, kjede og dekk Sykkelen selges med, wattkrank og flakseholdere.","3070 Sande i Vestfold"
"410320647","https://www.finn.no/recommerce/forsale/item/410320647","2026-03-02T15:26:31.936Z","Scott Addict RC 15","44000","Pent brukt - I god stand","Scott","","Landevei","Scott","Addict RC 15","","56","","Shimano Ultegra Di2","true","false","true","Fint brukt Scott selges. Str 56/L. Ultegra Di2. Stiv og nydelig ramme. Oppbevart som den fortjener i stuen når den ikke er ute. Selges uten pedaler og flaskestativ. Test; https://www.cyclingweekly.com/reviews/road-bikes/scott-addict-rc-15 Test; https://www.cyclingnews.com/reviews/scott-addict-rc-15-review/","5035 Bergen"
"452796015","https://www.finn.no/recommerce/forsale/item/452796015","2026-03-02T15:26:34.049Z","BH Racer Allround Quartz 1.5","19800","Som ny - Ikke synlig brukt","","Herre","Landevei","BH","Quartz 1.5","2025","M","","Shimano 105","false","false","false","BH Racer Allround Quartz 1.5 – Som ny – Brukt bare på sykkelrulle Selger en BH Racer Allround Quartz 1.5 landeveissykkel i god stand. Sykkelen er bare brukt på sykkelrulle, så den er så god som ny – ingen synlige riper eller slitasje. Selges inkl / eks. Tempo styre etter ønske. Spesifikasjoner: • Hydroformet aluminiumsramme med spenstig og komfortabel geometri • Karbonfiber gaffel som gir stabil og smidig styring • Shimano 105 2×11 gir – pålitelig girskift • Hydrauliske Shimano 105 skivebremser for trygg bremsing i all slags vær • Komfortable 28 mm″ hjul og kvalitetsdekk Tilstand: Som ny Brukt: Kun på sykkelrulle Årsmodell: (Skriv 2025) Størrelse: M Kan hentes etter avtale eller sendes i trygg emballasje mot at kjøper betaler frakt. Ta gjerne kontakt ved spørsmål 😊 Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","1367 Snarøya"
